clean_text,sentimen
Lemot di pke loding nya agak lama apa lagi kalo jaringan ga setabil makin lama jaringan bagus pun sama lemot,negatif
Min bisa tambahkan daftar riwayat pembelian pulsa PLN  Soalnya cukup repot nyari2 nomor pelanggan terus copy lagi di aplikasi  Padahal di BCA mobile ada riwayat nomor pelanggan  tp yang myBCA tdk ada,negatif
Customer service banyak maunya,positif
Tiap diupdate atau abis restart hp  fitur fingerprint nya jd off  bca id sering keblokir gara  lupa password dan fitur fingerprint nya off,negatif
UI oke  tapi error mulu gajelas,positif
Sumpah ini aplikasi lemotnya minta ampun  Device saya ip 12 kadang butuh semenit baru bisa kebuka ,negatif
goblok,negatif
Tolong yang halaman iklan sebelum kita login itu better dihilangin aja  biar pas klik aplikasi langsung ke halaman login dan loading lebih cepat ,positif
e voucher cuman gimmick  mending gausah ada gitu gituan  cs ny juga  ,negatif
tolong dicheck kembali konfirmasi email dari my Bca tidak diterima sudah menginput lupa bca id dan reset passwor,negatif
SELALU GAGAL VERIFIKASI IDENTITAS PADAHAL BELUM MASUK APA APA SUDAH GAGAL VERIFIKASI IDENTITAS GIMANA SIH  dibilang masalah jaringan lah data la pastikan id benar password benar  padahal semua sudah benar tetap ada verifikasi identitas terjadi kesalahan,negatif
Awal daftar hilang 50000 dan tidak tertera diriwayat transaksi Tiap bulan potongan lebih dari 20000 dan tidak ada diriwayat Dan barusan tiba tiba hilang lagi lebih dari 20000 tidak ada diriwayat juga  Maksudnya gimana ini bca  Mengapa saldo hilang tidak jelas ,positif
sekarang makin lama makin ga jelas apk nya  mutasi masuk ga bisa di cek  bolak balik error ketika login  tanya ke cs tp jawaban nya hanya berputar  tidak memberi solusi  disuruh tunggu  terus bakal pindah haluan si ga pake bca lagi sorry to say tapi kecewa banget bangettt,negatif
tolong untuk fitur pemasukan secepatnya di hadirkan dalam app mybca biar bisa tau pengeluaran dan pemasukan  ,negatif
Secara tampilan lebih enak MyBCA  cuma fiturnya ditambahin lagi dong dan performa aplikasinya berat lambat loading dr login sampe ke halaman utama ,positif
Lebih baik menggunakan m bca daripada my bca  Kadang logout sendiri  aplikasi musti di update baru bisa melakukan transfer,positif
Masukan aja format rekening koran yg ada di my BCA apabila memungkinkan dibuat ada debet kredit sekalian saldo akhir update tiap transaksi  Jadi kita bisa liat sewaktu waktu saldo akhir dana kita,negatif
Lebih suka pake my bca dari pada vers mobilenya lebih gampang akses tinggal pake face id langsung log in  bener2 mempermudah bgt,positif
"Aplikasi loading lama  
Tidak seperti BCA Mobile

Tolong diperbaiki ya untuk kecepatan loading nya
Krn mengganguu transaksi",negatif
Tampilannya jauh lebih bagus mBCA  dan sangat mudah  user friendly ,positif
tolong di update mengenai UI Tampilannyaaa  sedih kaya ketinggalan jaman banget dari banking lainnya huhu  ditunggu update berikutnya,negatif
E statement g update,negatif
Rekening IDR dan USD tercantum tapi tidak bisa trx utk rekening USD,negatif
It takes 20 30 seconds to open camera for QRIS Paymen,negatif
"Saat saya melakukan pembayaran menggunakan qris  saldo sudah kepotong namun pembayaran tidak masuk  jadi saldo saya hilang kemana 

apa ini karna bug aplikasi atau apa",negatif
Tiba tiba logout sendiri  1 jam waktu saya terbuang untuk login berulang kali  Operator juga gak guna  Cuma bisa minta maaf ,negatif
"1 5 bulan crash pas dibuka dan dev nya tidak pernah update 

Kemana aja developernya ",negatif
developernya siapa sih  jelek banget bikin appnya,negatif
Sebenernya oke aja appnya  useful  cuman lemot bgt demi apapun  Mau bayar tuh loadingnya lama bgt  Padahal lebih enjoy pake mybca daripada bcamobile  cuman mybca lemot bgt ,positif
"Tiap masuk menu transfer virtual account langsung closed 

Udu hampir 2 bulanan review gini ttp aja blm dibenerin",positif
Saya transaksi informasinya berhasil saldo sudah terpotong yapi ada info lagi kalo transaksi gagal tapi saldo tetap terpotong ,positif
Ribet,negatif
Face ID isnt working  the feature really help me a lot  please fix it asap,positif
"Saya pake mybca udh ke blokir 3x  katanya karena slaah masukan password  Sedankgan saya baru buka tiba  ke blokir  Saya juga tidak mengaktifkan fitur fingerprint atau face id  pure semua harus memakai password 

Saya coba reset password  dan minta kode otp tapi tidak muncul  Tapi password saya terpotong  rugi bandar",negatif
"Hai  versi 1 24 0 tidak bs dibuka dan selalu crash  apakah bug 

Tlong dicek  Terima kasih",negatif
"Ketika buka menu virtual account  aplikasi langsung crash  terjadi di device saya 15 pro max Ini sudah kali kedua aplikasi error  yang pertama tdk bisa buka appnya sama sekali penanganan nya jujur aja kurang cepat sih ngga lgsg di benerin padahal semua transaksi sy terpusat di mybca  gini kan dgn terpaksa sy harus pindah ke bank lain  skrg sy pakai seabank ngga ada madalah dan gak pernah ada masalah
Update   sudah 2 bulan belum ada update ",positif
Pendaftaran sangat ribet daripada bank lain daftar online yang sebarusnya mempermudah malah sangat ribet harus vc sama cs tapi pas di vc selama berjam  tidak ada cs yang angkat dan jadi tidak bisa daftar ,negatif
aplikasi ada kendala tiba tiba masukin screen phone number  tapi otp ga kekirim  tlp cs bca  HARAP RESTART HP wkwkwk jelas jelas ini kendala di sistemnya aktif dan online  tapi di hp saya disuruh masukin otp  penurunan kualitas bca dari segi cs juga,negatif
Sekelas BCA Ternyata Ekonomi Elit system sulit  mau login aja lemot  belum lagi ditambah loading nya lama saat mau ke halaman menu ,negatif
"Sangat mengandalkan aplikasi ini
Tp super lemot terutama di jam makan siang",positif
"Mybca Ver 1 24 0
Running on ios 17 6
Device 14 pro max

Issues 
1  5 out of 10 attempts login via face id always shows loading screen  not even logon to the apps

2  Face id fail attempt 3 times and redirect you to using passwords which is for me its quite troublesome 

3  Apps timeout when inactive is too long  potential security issue

4  Home screen loads after logon is quite long  even when on running on 200mbps speed of internet

5  Ping time between face id and confirmation is way too long  you need to learn from shopee gopay for this

6  Helpful information  if you want to build all in one platform make it inside of the apps  dont make redirecting outside of the apps",negatif
Klo dibikin real time bisa tau jika ada transaksi mencurigakan  dan bisa dicegah ,positif
Aplikasi sekelas bank request command masi suka penuh  sampai sampai semua fitur menjadi tidak berfungsi kembali  dan sekarang setiap kali saya buka myBCA selalu ada kata  Oops  terjadi kesalahan  silahkan coba lagi  Aplikasi bodong  atau akses awal  kalo akses awal mending jangan dirilis saran saya  malu kalo masih belom bisa nanganin request data user yang membludak Jadi sangat merugikan orang lain termasuk saya  yang masih ada beberapa saldo di dalamnya  Saya tau aplikasi ini masih bodong atau abal abal dan bisa tau kalo aplikasi ini masih belum bisa menerima request data user terlalu banyak karena saya juga orang IT  mau dijawab jaringan harus bagus itu alasan untuk membodohi orang awam ,positif
"lemot bangettt
mau tarik tunai cardless lemoott
mau top up flazz lemott
mau transfer lemoott
mau liat saldo aja lemott
please aplikasinya diperbaiki dongg
masak sekelas bca aplikasinya lemot parah gini
mohon dipertimbangkan
terima kasih",negatif
Sinyal aman plus wifi masih butuh waktu lama banget buat loading masuk  Punya 2 rek mau liat mutasi lamanya minta ampun  scan Qris lamanya gak karuan  Tolong di update agar lebih baik ,positif
perasaan kalo m bca dulu jarang trouble dan loading nya ga makan waktu lama  sejak pake myBca udah sering trouble  kalo mau cek saldo atau transfer  loading nya lama banget ,negatif
Sangat sangat parah  transfer loadingnya lama banget  BCA biasa di gunakan pebisnis  yang semua transaksi harus cepat  ,negatif
"Ini sekelas BCA tapi aplikasi lemot banget
Serius engga dibenerin ",negatif
fixing versi web nya dong  mau export mutasi logout mulu terus harus nunggu 10 menit berkali kali wasting time banget yatuhaann,positif
No support for iPad,negatif
"Tidak bisa didownload di iphone dgn ios12  sperti iphone 5s dan 6 
Sebaiknya konsumen diberi pilihan mau update ato tidak  jadi konsumen ttap bsa akses  Mau download old version ga bisa

Bca mengecewakan",positif
Aplikasinya lemot  dikira wifinya yg lemot ternyata setelah ganti sinyal provider tetep lemot,negatif
Sering lemot masak bagusan aplikasi mbanking yg lama daripada yg baru,positif
"Pembayaran dgn QRIS lambat dan tidak bisa dibatalkan di tengah proses  Sehingga harus menunggu lama di depan kasir sampai kelamaan yg akhirnya pun gagal  Antrian panjang bikin kesal  BCA Mobile jauh lebih cepat dan selalu berhasil 

Transfer ke rekening bank lain juga sangat lamban dan tidak bisa dibatalkan di tengah proses  Jadi harus menunggu  Karena terlalu lama saya terpaksa meng close app secara paksa dan ambil resiko gagal transfer  

Saya kembali ke BCA Mobile  
My BCA app is useless in supporting my fast pace life style ",negatif
Waktu versi awal  app ini bagus sekali  Tapi di update Juli 2024 aplikasi ini jadi makin kurang baik karena notifikasi tidak lagi real time  Transaksi pagi  malam baru muncul di notif center  Di mutasi juga tidak update  Mohon perbaikan hai developer ,positif
Jauh lebih lemot dr app lamanya  bca mobile,positif
"Semoga update kedepan tambah darkmode biar nyaman di mata 
lalu kadang2 koneksinya lemot  sudah pakai wifi maupun data suka lemot harus ditingkatkan lagi 
juga belakangan ini notifikasi catatan finansial selalu delay  transfer sudah terjadi tapi notifikasi baru muncul bisa sampai 12 jam kemudian jadi bikin panik dikira kena breaching ",negatif
udh isi no rek ktp eh pas yg di bawah suruh centang setuju yg satu ga bisa di  informasi kententuan bca  gmna si ini,positif
Tolong perbaiki untuk fitur BCA virtual akun saat dibuka langsung keluar dari aplikasi  saya lumayan sering pakai itu  jdi klo error harus pakai bca mobile lgi  jadi ribet mending ada 1 aplikasi untuk semuanya biar efisien,negatif
Selalu force close pas mau tf VA di Iphone 11  Update ga ada ,negatif
Notifikasi lambat masuk  sering banget kaget ada notif transaksi ternyata transaksi beberapa jam lalu  ,negatif
 ,negatif
Tolong perbaiki lagi app myBca ini  saya suka aplikasi ini sebenernya karena dia praktis dan mudah dipahami  TAPI  sering bgt lemoooooot dan sering bgt juga tiba2 ke logout dari app nya  Gak kebayang kalo lagi buru2 mau transaksi trs kyk gini terus bikin buang waktu,positif
Semenjak penambahan fitur liat info transaksi sm info mutasi dsb tambah lemot padahal koneksi lancar performa hp juga lancar,positif
"overall  tampilan aplikasi sudah cukup bagus  mudah dalam mengakses dan sudah ada face id untuk IOS device  Tetapi kekurangannya adalah 
1  keamanan pada sistem yg masih cukup diragukan  ada satu detail kecil yg sangat berguna yaitu aplikasi harus log out setelah jangka waktu tertentu  sehingga apabila aplikasi ditutup akan log out sehingga harus mengulang dari awal laman log in  ini berguna untuk keamanan ganda  sewaktu waktu hp masih dalam kondisi terbuka dan aplikasi my bca masih terbuka 

2  keluhan pribadi saya adalah identity verif nya cukup lama saya harus menunggu 1 hari untuk pembuatan baru di my bca 

3  Saya menekankan pada keamanan yang lebih  karena internet merupakan hal yg sangat rawan terlebih ini adalah aplikasi yg menyangkut finance dan penyimpanan uang  kriminal cyber akan selalu menjadi kriminal yg sangat mengancam  terlebih ini adalah dunia yg baru dan masih banyak yg celah ",positif
apakah aplikasi mybca bisa dipake di luar negeri ,negatif
Tolong donk bca  iphone 6 bisa pake app ini  Ga harus di ios 13 atau ganti hp utk pake app ini  Dikasih pilihan  Yg hp lama kasih aja fitur lama karna saya jg ga butuh yg lain2  Biasanya saya pake bisa dan aman  Skrg ga bs pake nih  Tolong dibantu,positif
Tolong di update mode dark mode  mata lebih nyaman dengan mode itu,positif
Kalo password mybca terblokir  cara buka blokirnya gmna ya ,negatif
Keren pol,positif
myBCA sekarangg kenapa eror,negatif
Belakangan push notifications transaksi jadi tidak real time  Semoga bisa difix ,negatif
"please ini kenapa gabisa dibuka di ios 17 5 1 
pas di klik langsung mental app nya
tolonglah diperbaiki  ribet jadinya ",negatif
tampilannya  oops terjadi kesalahan coba lagi ,negatif
Aplikasi sering error  sesi anda telah berakhir silahkan login kembali  begituu teruss hampir tiap bulan sering kejadian seperti ini  berulang2 harus login tidak bisa masuk2  mesti call halo bca itupun ga langsung aktif  disuruh login ukang secara berkala  padahal koneksi internet bagus  ID dan password sesuai  ga ngerti ,positif
Login nya lemot bray  Tombol reset password tolong jangan dekat dengan face id rawan kepencet  Tolong di evaluasi,negatif
emg bagus sih simpel  menarik  mudah dimengerti  TAPI  kenapa ya setiap kali mau pake mybca URGENT  PASTI eror ky login smp coba 3x ttp gagal  mau tarik tunai cardless tombol continuenya ky harus dipencet berkali2 ini Hp gue yg salah apa gmn  tiap ga bisa langsung balik lg pake bca mobile  tp kan ribeet bgt buang2 waktu pdhl lg urgent  DUH ,negatif
as the title typed  I tried to login with biometrics but for some reasons the app denied saying there has been a mistake,negatif
my bca ga amanah saya berkali kali coba trnsfer tapi ga masuk masuk ke rek ku padahal disitu berhasil tersnfer tapi ga masuk ke my bca ku gimna ya tolong dong yang tau solusinya kasi tau saya,positif
gedek bgt tiap minggu buka blokiran karena pake face id  padahal udah diperhatiin nggk pernah salah biometric 3x  tapi tiba2 pas mau masuk keblokir  di livin aja nggk pernah keblokir dari pertama pake face id udah setahun lenih,positif
Sudah 3x submit selalu diminta ulang untuk gamti jenis rekening   kartu  Kenapa tidak diawal disampaikan perihal tersebut  bukan sudah diisi data diri sampai membuang waktu,negatif
setelah Registered masukan ID dan Password selalu diminta registrasi ulang minta tambah no Hp terus  5x berulang dikirim OTP,negatif
Udah sudah donlut aplikasi terbaru kok nggak bisa,positif
Very useful app  thank you udah buat aplikasi ini sangat membantu kalau 2 accounts dan lainnya  Banyak fitur yang bisa di explore  Thank you  Great job ,positif
"Kapan ini dibenerinnyaaaaahhhh  
Udah sebulanan gabisa dipake  tar akunnya dormant disuruh ke cabang kite  

Kalo masih dikasi rekomendasi force close atau uninstall doang ane kasi obat tetes mata jg ni org2 biar baca komen yg lain pada error semua juga ",negatif
lemot,negatif
"Ada satu yg hrs diperbaiki  Terkadang jika login pakai Face ID iphone  sering bounce back  tidak mau masuk  

Thanks",positif
"tidak bisa melihat langsung transferan masuk harus nunggu 1 bulan 

kalau ada kasus penipuan pura pura transfer dulu  terus barang dikirim gimana min  kalau mesti nunggu 1 bulan untuk cek bukti transferan masuk 

mohon dipebaiki min biar bisa langsung cek jika ada transferan masuk",positif
sudah masukkan nomer rekening sama nik  tapi waktu centang dibawahnya malah tanda setuju tidak bisa di klik,negatif
